CMDdriver	GasFeedback	BrakeFeedback	AccX	AccY	CMD_acc	GpsSpeed
CMDdriver	GasFeedback	BrakeFeedback	AccX	AccY	CMD_acc	GpsSpeed
0.0000	0.1700	0.0000	0.2708	0.0000	0.2617	74.9209
0.0000	0.1700	0.0000	0.2854	0.0000	0.2455	74.9413
0.0000	0.1700	0.0000	0.2868	0.0000	0.2292	74.9619
0.0000	0.1600	0.0000	0.2273	0.0000	0.2129	74.9802
0.0000	0.1600	0.0000	0.2274	0.0000	0.1966	74.9965
0.0000	0.1600	0.0000	0.2290	0.0000	0.1803	75.0130
0.0000	0.1500	0.0000	0.1542	0.0000	0.1641	75.0286
0.0000	0.1500	0.0000	0.1692	0.0000	0.1478	75.0406
0.0000	0.1500	0.0000	0.1714	0.0000	0.1316	75.0529
0.0000	0.1400	0.0000	0.1097	0.0000	0.1154	75.0630
0.0000	0.1400	0.0000	0.1127	0.0000	0.0991	75.0711
0.0000	0.1400	0.0000	0.1145	0.0000	0.0829	75.0793
0.0000	0.1400	0.0000	0.1161	0.0000	0.0667	75.0876
0.0000	0.1400	0.0000	0.1173	0.0000	0.0505	75.0961
0.0000	0.1400	0.0000	0.1182	0.0000	0.0344	75.1046
0.0000	0.1300	0.0000	0.0520	0.0000	0.0182	75.1111
0.0000	0.1300	0.0000	0.0573	0.0000	0.0021	75.1152
0.0000	0.1300	0.0000	0.0581	0.0000	-0.0141	75.1194
0.0000	0.1200	0.0000	-0.0075	0.0000	-0.0301	75.1231
0.0000	0.1200	0.0000	-0.0032	0.0000	-0.0462	75.1228
0.0000	0.1200	0.0000	-0.0012	0.0000	-0.0621	75.1226
0.0000	0.1100	0.0000	-0.0703	0.0000	-0.0782	75.1208
0.0000	0.1100	0.0000	-0.0607	0.0000	-0.0941	75.1164
0.0000	0.1100	0.0000	-0.0591	0.0000	-0.1101	75.1121
0.0000	0.1000	0.0000	-0.1132	0.0000	-0.1261	75.1077
0.0000	0.1000	0.0000	-0.1193	0.0000	-0.1420	75.0989
0.0000	0.1000	0.0000	-0.1166	0.0000	-0.1577	75.0905
0.0000	0.0900	0.0000	-0.1887	-0.0000	-0.1736	75.0807
0.0000	0.0900	0.0000	-0.1754	0.0000	-0.1893	75.0679
0.0000	0.0900	0.0000	-0.1734	0.0000	-0.2051	75.0554
0.0000	0.0800	0.0000	-0.2310	0.0000	-0.2209	75.0403
0.0000	0.0800	0.0000	-0.2318	0.0000	-0.2365	75.0235
0.0000	0.0800	0.0000	-0.2299	0.0000	-0.2521	75.0069
0.0000	0.0700	0.0000	-0.3042	0.0000	-0.2677	74.9892
0.0000	0.0700	0.0000	-0.2890	0.0000	-0.2832	74.9683
0.0000	0.0700	0.0000	-0.2870	0.0000	-0.2986	74.9476
0.0000	0.0700	0.0000	-0.2853	0.0000	-0.3141	74.9270
0.0000	0.0700	0.0000	-0.2841	0.0000	-0.3295	74.9065
0.0000	0.0700	0.0000	-0.2833	0.0000	-0.3448	74.8861
0.0000	0.0600	0.0000	-0.3590	0.0000	-0.3602	74.8647
0.0000	0.0600	0.0000	-0.3451	0.0000	-0.3754	74.8398
0.0000	0.0600	0.0000	-0.3438	0.0000	-0.3905	74.8150
0.0000	0.0500	0.0000	-0.4065	0.0000	-0.4056	74.7880
0.0000	0.0500	0.0000	-0.4039	-0.0000	-0.4206	74.7589
0.0000	0.0500	0.0000	-0.4027	-0.0000	-0.4357	74.7299
0.0000	0.0500	0.0000	-0.4014	-0.0000	-0.4507	74.7009
